koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr
CANDIDATE,CANDIDATE,1,19.62034692,3.73E-06,-3.73E-06,181.881819,1.48E-04,-1.48E-04,0.458,0.08,-0.165,2.0038,0.0292,-0.0292,2.17E+04,8.50E+01,-8.50E+01,13.6,1.82E+00,-9.20E-01,40.39,14.34,-7.31,340.5
FALSE POSITIVE,FALSE POSITIVE,0,7.544039,1.02E-04,-1.02E-04,171.7982,1.05E-02,-1.05E-02,1.175,33.63,-0.911,6.222,0.731,-0.731,3.23E+02,2.82E+01,-2.82E+01,17.47,4.12E+00,-1.65E+00,116.46,81.18,-31.91,14.2
CANDIDATE,CANDIDATE,1,9.02930689,1.65E-05,-1.65E-05,177.20422,1.42E-03,-1.42E-03,0.024,0.401,-0.024,3.1449,0.0528,-0.0528,1.02E+03,2.19E+01,-2.19E+01,2.57,4.40E-01,-2.60E-01,77.75,43.01,-22.28,53.9
FALSE POSITIVE,FALSE POSITIVE,0.053,10.32803571,3.76E-06,-3.76E-06,174.581054,3.06E-04,-3.06E-04,0.281,0.04,-0.064,7.7915,0.0272,-0.0272,1.69E+04,3.18E+01,-3.18E+01,13.28,3.64E+00,-2.41E+00,119.31,98.49,-48.58,636.8
CONFIRMED,CANDIDATE,1,143.2063047,2.35E-04,-2.35E-04,154.23552,1.30E-03,-1.30E-03,0.379,0.073,-0.273,8.9302,0.0961,-0.0961,1.06E+04,8.24E+01,-8.24E+01,8.9,8.20E-01,-3.80E-01,2.14,0.59,-0.35,138.8
CONFIRMED,CANDIDATE,0.95,6.164876,4.64E-05,-4.64E-05,135.63916,6.61E-03,-6.61E-03,0.646,0.323,-0.43,3.262,0.186,-0.186,5.58E+01,4.30E+00,-4.30E+00,0.79,1.30E-01,-8.00E-02,256.35,109.03,-65.57,14.4
CONFIRMED,CANDIDATE,0.745,60.32494216,3.21E-05,-3.21E-05,243.892578,4.23E-04,-4.23E-04,0.224,0.067,-0.146,6.6188,0.0327,-0.0327,2.03E+04,6.40E+01,-6.40E+01,12.19,1.11E+00,-5.20E-01,6.77,1.89,-1.09,347.2
CONFIRMED,CANDIDATE,,29.1598615,2.53E-04,-2.53E-04,150.69922,7.18E-03,-7.18E-03,0.3619,0.0945,-0.3618,4.803,0.2,-0.2,4.88E+02,4.35E+01,-4.35E+01,1.91,2.00E-01,-7.00E-02,17.85,5.61,-2.68,11.6
FALSE POSITIVE,FALSE POSITIVE,0,1.540397253,2.70E-06,-2.70E-06,170.50479,1.50E-03,-1.50E-03,1.225,6.813,-0.101,2.1541,0.0846,-0.0846,8.16E+02,2.57E+01,-2.57E+01,25.69,7.44E+00,-2.33E+00,1105.68,965.56,-306.98,38.8
FALSE POSITIVE,FALSE POSITIVE,0,2.99025443,1.17E-05,-1.17E-05,171.9834,3.09E-03,-3.09E-03,0.014,0.334,-0.014,5.414,0.113,-0.113,5.89E+02,1.41E+01,-1.41E+01,1.7,1.00E-01,-1.50E-01,168.45,43.55,-45.45,48.5
CONFIRMED,CANDIDATE,1,1.594745374,1.13E-07,-1.13E-07,170.6483505,5.79E-05,-5.79E-05,0.514,0.022,-0.037,1.9604,0.0106,-0.0106,1.50E+04,2.03E+01,-2.03E+01,11.3,3.09E+00,-1.33E+00,1329.42,1067.75,-412.98,1009.3
CANDIDATE,CANDIDATE,1,4.783002698,5.43E-06,-5.43E-06,170.508434,9.43E-04,-9.43E-04,0.003,0.425,-0.003,2.335,0.0332,-0.0332,1.01E+03,1.66E+01,-1.66E+01,2.5,3.40E-01,-1.90E-01,145.48,66.39,-35.12,70.6
CONFIRMED,CANDIDATE,1,20.50588921,3.21E-05,-3.21E-05,181.43428,1.22E-03,-1.22E-03,0.26,0.151,-0.26,4.0595,0.0481,-0.0481,2.11E+03,3.10E+01,-3.10E+01,3.41,2.80E-01,-3.10E-01,17.06,5.47,-4.61,78.5
CONFIRMED,CANDIDATE,1,3.340218842,3.18E-06,-3.18E-06,171.979062,7.50E-04,-7.50E-04,0.466,0.002,-0.437,1.9104,0.0318,-0.0318,1.63E+03,2.66E+01,-2.66E+01,2.03,1.30E-01,-1.70E-01,43.73,9.67,-9.92,71.6
FALSE POSITIVE,FALSE POSITIVE,0,2.507089906,2.40E-06,-2.40E-06,171.002455,8.35E-04,-8.35E-04,1.255,16.5,-0.349,2.0067,0.0427,-0.0427,1.34E+03,2.47E+01,-2.47E+01,30.26,9.57E+00,-3.19E+00,730.47,699.82,-230.11,64.9
CONFIRMED,CANDIDATE,1,18.64932728,5.20E-05,-5.20E-05,174.771,2.24E-03,-2.24E-03,0.08,0.329,-0.08,4.4056,0.0687,-0.0687,8.94E+02,2.09E+01,-2.09E+01,3.12,4.70E-01,-2.80E-01,57.13,22.99,-12.26,46.1
CONFIRMED,CANDIDATE,1,4.90144976,1.07E-05,-1.07E-05,138.60548,1.75E-03,-1.75E-03,0.529,0.021,-0.46,4.1654,0.0585,-0.0585,1.41E+02,2.90E+00,-2.90E+00,1.7,8.00E-02,-5.00E-02,598.74,84.12,-66.83,50.6
CONFIRMED,CANDIDATE,0.998,9.75192101,4.83E-05,-4.83E-05,138.78608,3.60E-03,-3.60E-03,0.949,0.028,-0.673,4.793,0.181,-0.181,4.18E+02,1.62E+01,-1.62E+01,2.76,4.30E-01,-2.40E-01,135.66,54.6,-29.09,28.5
CONFIRMED,CANDIDATE,1,38.5576546,1.77E-04,-1.77E-04,163.85063,4.07E-03,-4.07E-03,0.911,0.025,-0.663,5.794,0.199,-0.199,9.93E+02,2.68E+01,-2.68E+01,4.02,6.20E-01,-3.60E-01,21.71,8.73,-4.66,39.7
CONFIRMED,CANDIDATE,0.99,3.525632539,1.50E-07,-1.50E-07,170.0479951,3.33E-05,-3.33E-05,0.12,0.006,-0.084,2.59959,0.00079,-0.00079,2.23E+04,1.31E+01,-1.31E+01,11.58,9.00E-01,-4.80E-01,213.12,50.79,-29.54,1996.7
CANDIDATE,CANDIDATE,1,34.84398644,4.04E-05,-4.04E-05,172.633252,9.40E-04,-9.40E-04,0.934,0.575,-0.031,2.9315,0.0702,-0.0702,4.52E+03,8.25E+01,-8.25E+01,7.61,1.72E+00,-9.10E-01,16.1,11.1,-5.08,76.8
CONFIRMED,CANDIDATE,1,7.748094239,7.55E-06,-7.55E-06,174.997206,7.65E-04,-7.65E-04,0.517,0.237,-0.325,3.5957,0.043,-0.043,2.47E+03,2.57E+01,-2.57E+01,5.52,1.70E+00,-5.60E-01,204.39,186.49,-63.82,113.2
CONFIRMED,CANDIDATE,1,23.96793669,9.25E-05,-9.25E-05,186.22182,3.05E-03,-3.05E-03,0.416,0.053,-0.416,3.827,0.113,-0.113,1.18E+03,4.61E+01,-4.61E+01,1.8,1.00E-01,-1.50E-01,2.77,0.58,-0.64,27.5
CONFIRMED,CANDIDATE,0.995,8.29561738,2.37E-05,-2.37E-05,135.79284,2.19E-03,-2.19E-03,0.888,0.062,-0.612,1.3421,0.0773,-0.0773,8.24E+02,5.75E+01,-5.75E+01,1.82,1.00E-01,-1.50E-01,11.39,2.4,-2.65,17.9
CONFIRMED,CANDIDATE,1,8.11437482,1.09E-05,-1.09E-05,176.33968,1.07E-03,-1.07E-03,0.573,0,-0.468,2.2736,0.0447,-0.0447,1.56E+03,3.20E+01,-3.20E+01,2.1,1.40E-01,-1.60E-01,10.55,2.46,-2.31,56.4
FALSE POSITIVE,FALSE POSITIVE,0,38.03672948,3.48E-06,-3.48E-06,196.934947,7.16E-05,-7.16E-05,0.501,0.003,-0.005,4.34617,0.00645,-0.00645,8.29E+04,8.33E+01,-8.33E+01,27.5,5.28E+00,-2.27E+00,14.81,8.85,-3.91,1300
CANDIDATE,CANDIDATE,0,4.64090031,1.49E-05,-1.49E-05,173.64638,2.61E-03,-2.61E-03,1.28,0.098,-0.07,35.512,0.274,-0.274,2.45E+03,1.17E+01,-1.17E+01,30.09,5.79E+00,-3.14E+00,421.08,257.38,-124,296.9
FALSE POSITIVE,FALSE POSITIVE,0,3.747838198,3.90E-06,-3.90E-06,171.66504,9.02E-04,-9.02E-04,1.121,1.104,-0.035,5.0642,0.0445,-0.0445,6.16E+02,5.30E+00,-5.30E+00,13.65,3.11E+00,-1.04E+00,266.76,180.49,-62.76,138.2
CONFIRMED,CANDIDATE,0.992,14.74914825,2.17E-05,-2.17E-05,138.77799,1.18E-03,-1.18E-03,0.173,0.262,-0.173,6.0995,0.044,-0.044,4.30E+02,4.20E+00,-4.20E+00,2.89,1.30E-01,-1.00E-01,137.91,19.38,-15.39,107.4
CONFIRMED,CANDIDATE,1,21.81295996,7.23E-05,-7.23E-05,174.01085,2.61E-03,-2.61E-03,0.053,0.394,-0.053,4.3791,0.091,-0.091,1.18E+03,3.58E+01,-3.58E+01,3.38,9.10E-01,-4.90E-01,39.33,31.88,-13.85,37.8
FALSE POSITIVE,FALSE POSITIVE,0,7.91936937,2.04E-06,-2.04E-06,172.181092,2.02E-04,-2.02E-04,0.733,0.01,-0.011,3.3148,0.0209,-0.0209,1.51E+04,4.98E+01,-4.98E+01,10.34,2.59E+00,-8.70E-01,104,77.2,-26.78,389
CANDIDATE,CANDIDATE,,1.028436523,7.05E-07,-7.05E-07,170.228582,5.40E-04,-5.40E-04,1.5734,0.2599,-0.3164,1.8606,0.034,-0.034,8.10E+03,1.27E+02,-1.27E+02,72.77,2.77E+01,-8.60E+00,3400.48,3879.25,-1109.02,89.6
CONFIRMED,CANDIDATE,1,15.37562369,1.02E-05,-1.02E-05,173.61402,6.08E-04,-6.08E-04,0.692,0.033,-0.066,3.3169,0.0645,-0.0645,1.53E+04,1.14E+02,-1.14E+02,11.01,4.40E-01,-8.20E-01,30.54,4.61,-5.99,166
CONFIRMED,CANDIDATE,1,8.10363271,2.03E-05,-2.03E-05,176.9486,2.05E-03,-2.05E-03,0.047,0.409,-0.047,3.161,0.0635,-0.0635,8.88E+02,2.45E+01,-2.45E+01,2.11,1.80E-01,-2.00E-01,52.82,16.3,-14.35,39.3
CONFIRMED,CANDIDATE,1,4.71510843,1.94E-05,-1.94E-05,134.96178,3.24E-03,-3.24E-03,0.258,0.195,-0.258,2.506,0.103,-0.103,4.18E+02,2.20E+01,-2.20E+01,1.46,1.20E-01,-1.40E-01,108.84,33.58,-29.57,21.3
CONFIRMED,CANDIDATE,1,6.365839713,8.06E-06,-8.06E-06,171.13575,1.00E-03,-1.00E-03,0.524,0.009,-0.46,2.9721,0.0408,-0.0408,7.81E+02,1.31E+01,-1.31E+01,2.44,6.00E-01,-2.10E-01,165.33,121.73,-40.81,70.8
FALSE POSITIVE,FALSE POSITIVE,0.037,5.97581754,1.12E-05,-1.12E-05,174.77602,1.37E-03,-1.37E-03,0.941,0.017,-0.618,3.065,0.185,-0.185,9.62E+02,2.35E+01,-2.35E+01,3.86,1.32E+00,-4.40E-01,284.25,295.54,-90.93,50.3
FALSE POSITIVE,FALSE POSITIVE,0,2.446737317,3.09E-06,-3.09E-06,170.66951,1.04E-03,-1.04E-03,1.241,1.295,-0.135,4.7211,0.0546,-0.0546,1.18E+03,1.27E+01,-1.27E+01,26.25,6.90E+00,-2.47E+00,597.19,461.45,-162.49,110.2
CONFIRMED,CANDIDATE,1,3.04033046,3.37E-07,-3.37E-07,169.9490106,8.86E-05,-8.86E-05,0.736,0.013,-0.024,1.8411,0.0168,-0.0168,1.09E+04,2.58E+01,-2.58E+01,8.99,8.00E-01,-9.90E-01,257.29,86.59,-76.86,568.2
CONFIRMED,CANDIDATE,1,15.33528675,1.99E-05,-1.99E-05,174.00278,1.03E-03,-1.03E-03,0.773,0.006,-0.543,3.897,0.0771,-0.0771,3.08E+03,3.90E+01,-3.90E+01,5,4.90E-01,-1.80E-01,32.67,9.96,-4.63,86.6
CONFIRMED,CANDIDATE,0.998,7.95825328,7.67E-05,-7.67E-05,137.80219,7.67E-03,-7.67E-03,0.706,0.237,-0.494,4.377,0.229,-0.229,5.00E+01,3.70E+00,-3.70E+00,1.06,5.00E-02,-4.00E-02,314.15,44.14,-35.07,14.7
CONFIRMED,CANDIDATE,1,31.33046135,3.98E-05,-3.98E-05,153.43031,1.03E-03,-1.03E-03,0.798,0.021,-0.043,5.176,0.102,-0.102,5.07E+03,4.84E+01,-4.84E+01,6.5,6.40E-01,-2.30E-01,12.61,3.84,-1.79,117.2
FALSE POSITIVE,FALSE POSITIVE,0.006,3.9043425,1.34E-06,-1.34E-06,173.393734,2.66E-04,-2.66E-04,0.709,0.011,-0.015,3.831,0.0271,-0.0271,1.62E+04,6.21E+01,-6.21E+01,12.28,3.56E+00,-1.19E+00,351.05,298.42,-97.69,323.4
FALSE POSITIVE,FALSE POSITIVE,0,9.286358079,5.46E-07,-5.46E-07,171.8214689,4.50E-05,-4.50E-05,0.377,0.009,-0.009,3.49949,0.00533,-0.00533,4.48E+04,3.28E+01,-3.28E+01,17.61,4.05E+00,-1.87E+00,95.03,66.72,-27.73,1671.1
FALSE POSITIVE,FALSE POSITIVE,0,3.951405455,2.26E-06,-2.26E-06,173.276125,4.54E-04,-4.54E-04,1.276,6.027,-0.214,2.1862,0.0267,-0.0267,2.45E+03,2.52E+01,-2.52E+01,31.44,8.94E+00,-2.96E+00,388.71,333.12,-106.59,117.2
CONFIRMED,CANDIDATE,0.999,23.65369415,1.75E-05,-1.75E-05,171.376107,6.03E-04,-6.03E-04,0.008,0.169,-0.008,8.2183,0.021,-0.021,3.34E+03,1.32E+01,-1.32E+01,7.89,1.38E+00,-1.52E+00,67.65,33.37,-26.59,266.3
CONFIRMED,CANDIDATE,0.996,13.23352214,4.50E-05,-4.50E-05,140.32196,2.75E-03,-2.75E-03,0.014,0.399,-0.014,6.7372,0.0875,-0.0875,5.05E+02,1.08E+01,-1.08E+01,3.06,5.40E-01,-5.80E-01,146.67,72.35,-57.65,49.1
CONFIRMED,CANDIDATE,0.997,6.15560285,2.70E-05,-2.70E-05,134.81656,3.45E-03,-3.45E-03,0.235,0.204,-0.235,4.9843,0.0994,-0.0994,2.85E+02,8.60E+00,-8.60E+00,2.32,4.00E-01,-4.50E-01,406.94,200.73,-159.95,35.1
CONFIRMED,CANDIDATE,1,2.090811305,9.57E-06,-9.57E-06,134.17462,3.98E-03,-3.98E-03,0.746,0.053,-0.521,3.388,0.106,-0.106,1.16E+02,6.40E+00,-6.40E+00,1.62,2.80E-01,-3.20E-01,1718.04,847.46,-675.28,19.9
CONFIRMED,CANDIDATE,0.995,3.180027898,7.28E-06,-7.28E-06,133.49863,1.81E-03,-1.81E-03,0.196,0.242,-0.196,3.5797,0.0558,-0.0558,1.20E+02,2.70E+00,-2.70E+00,1.53,7.00E-02,-5.00E-02,1066.86,149.88,-119.09,50.4
CONFIRMED,CANDIDATE,0.989,50.4467417,6.51E-04,-6.51E-04,178.5014,1.03E-02,-1.03E-02,0.379,0.111,-0.378,7.159,0.247,-0.247,3.70E+02,2.01E+01,-2.01E+01,2.67,4.70E-01,-5.10E-01,24.64,12.16,-9.68,19.4
CONFIRMED,CANDIDATE,1,11.76307164,2.04E-05,-2.04E-05,180.93613,1.30E-03,-1.30E-03,0.048,0.393,-0.048,2.9076,0.05,-0.05,1.04E+03,2.39E+01,-2.39E+01,2.35,1.70E-01,-8.00E-02,33.99,8.24,-4.84,48.9
CONFIRMED,CANDIDATE,0.878,56.2279271,3.13E-04,-3.13E-04,132.29259,4.71E-03,-4.71E-03,0.7,0.208,-0.496,3.57,0.134,-0.134,8.63E+02,4.49E+01,-4.49E+01,2.37,1.70E-01,-9.00E-02,4.22,1.02,-0.6,20.9
FALSE POSITIVE,FALSE POSITIVE,0,2.384052875,4.74E-06,-4.74E-06,171.58362,1.63E-03,-1.63E-03,1.178,5.685,-0.115,3.0918,0.0817,-0.0817,1.27E+03,2.99E+01,-2.99E+01,17.06,1.32E+00,-1.60E+00,244.87,71.26,-67.02,50.5
CONFIRMED,CANDIDATE,1,7.953547,1.91E-05,-1.91E-05,174.66224,1.82E-03,-1.82E-03,0.3,0.145,-0.3,2.6312,0.0595,-0.0595,8.75E+02,2.53E+01,-2.53E+01,2.25,7.00E-02,-1.40E-01,55.37,7.15,-10.12,38.4
CONFIRMED,CANDIDATE,1,4.14451656,1.44E-05,-1.44E-05,135.92831,3.13E-03,-3.13E-03,0.004,0.471,-0.003,2.3421,0.0984,-0.0984,3.92E+02,1.98E+01,-1.98E+01,1.48,5.00E-02,-9.00E-02,132.08,17.05,-24.15,22.8
FALSE POSITIVE,FALSE POSITIVE,0,4.859386384,1.27E-06,-1.27E-06,173.011469,2.07E-04,-2.07E-04,1.259,1.089,-0.178,2.2757,0.0122,-0.0122,6.04E+03,2.72E+01,-2.72E+01,38.33,1.28E+01,-4.27E+00,364.23,358.71,-118.09,269.7
CONFIRMED,CANDIDATE,0.999,10.52629458,1.78E-06,-1.78E-06,176.522462,1.36E-04,-1.36E-04,0.644,0.031,-0.045,2.5211,0.0257,-0.0257,9.77E+03,2.64E+01,-2.64E+01,8.24,1.48E+00,-8.00E-01,61.16,34.56,-16.93,482.3
CONFIRMED,CANDIDATE,1,4.583520948,4.18E-06,-4.18E-06,169.973972,7.33E-04,-7.33E-04,0.045,0.319,-0.045,2.7055,0.0321,-0.0321,3.81E+03,4.45E+01,-4.45E+01,5.39,1.60E+00,-5.30E-01,274.98,239.18,-77.52,99.5
CONFIRMED,CANDIDATE,0.876,3.76181843,1.14E-05,-1.14E-05,171.90364,2.09E-03,-2.09E-03,0.926,0,-0.663,3.5176,0.0901,-0.0901,5.11E+02,1.64E+01,-1.64E+01,2.66,7.30E-01,-2.60E-01,372.62,300.78,-104.51,35.9
CONFIRMED,CANDIDATE,1,8.20396958,1.49E-05,-1.49E-05,169.69138,1.43E-03,-1.43E-03,0.823,0.001,-0.58,2.9667,0.0529,-0.0529,1.02E+03,2.12E+01,-2.12E+01,3.01,2.40E-01,-3.00E-01,71.5,22.24,-20.23,54.4
CONFIRMED,CANDIDATE,1,14.49645186,6.36E-05,-6.36E-05,143.41659,4.09E-03,-4.09E-03,0.97,0.002,-0.663,4.016,0.305,-0.305,6.48E+02,2.67E+01,-2.67E+01,3.01,2.40E-01,-3.00E-01,33.48,10.42,-9.47,25.7
CANDIDATE,CANDIDATE,1,6.54626149,2.67E-05,-2.67E-05,133.85964,3.17E-03,-3.17E-03,0.644,0.295,-0.438,2.75,0.111,-0.111,6.56E+02,3.00E+01,-3.00E+01,2.19,2.20E-01,-8.00E-02,101.78,31.02,-14.45,24.8
CONFIRMED,CANDIDATE,1,12.71809866,2.32E-05,-2.32E-05,175.35526,1.52E-03,-1.52E-03,0.427,0.016,-0.427,3.0957,0.0562,-0.0562,1.15E+03,2.45E+01,-2.45E+01,2.31,1.70E-01,-2.20E-01,23.6,6.56,-6.6,52.7
CONFIRMED,CANDIDATE,0.999,36.06588163,8.31E-05,-8.31E-05,198.58423,1.72E-03,-1.72E-03,0.26,0.145,-0.26,4.3246,0.0634,-0.0634,1.56E+03,3.21E+01,-3.21E+01,2.64,1.90E-01,-2.60E-01,5.88,1.64,-1.64,51.7
CONFIRMED,CANDIDATE,1,4.190425659,1.61E-06,-1.61E-06,171.44122,3.06E-04,-3.06E-04,0.458,0.004,-0.377,2.8589,0.0224,-0.0224,2.88E+03,1.41E+01,-1.41E+01,6.21,2.05E+00,-8.20E-01,547.9,549.04,-194.78,240.6
CONFIRMED,CANDIDATE,1,3.709870784,3.04E-06,-3.04E-06,171.987982,6.38E-04,-6.38E-04,0.023,0.323,-0.023,3.0694,0.0265,-0.0265,2.02E+03,2.01E+01,-2.01E+01,4.35,6.40E-01,-2.80E-01,415.1,163.27,-72.1,116.1
CONFIRMED,CANDIDATE,1,16.3297527,3.61E-05,-3.61E-05,177.29506,1.81E-03,-1.81E-03,0.791,0.091,-0.541,6.271,0.112,-0.112,1.19E+03,1.81E+01,-1.81E+01,3.75,1.11E+00,-4.70E-01,66.08,57.11,-21.98,74.6
CONFIRMED,CANDIDATE,0.985,27.80756622,4.75E-06,-4.75E-06,186.713552,1.34E-04,-1.34E-04,0.782,0.002,-0.003,4.21587,0.00935,-0.00935,2.54E+04,4.73E+01,-4.73E+01,13.84,3.63E+00,-1.21E+00,22.24,17.69,-5.87,748.1
CONFIRMED,CANDIDATE,0.942,80.8723469,1.47E-04,-1.47E-04,203.895,1.31E-03,-1.31E-03,0.527,0.08,-0.309,11.195,0.13,-0.13,3.60E+03,2.59E+01,-2.59E+01,7.59,1.24E+00,-1.52E+00,9.88,4.3,-3.87,160.9
FALSE POSITIVE,FALSE POSITIVE,0,3.166465862,2.22E-06,-2.22E-06,172.002627,5.86E-04,-5.86E-04,1.266,6.924,-0.102,2.9381,0.0327,-0.0327,4.36E+03,4.44E+01,-4.44E+01,26.82,2.48E+00,-2.74E+00,196.31,67.72,-54.73,122.1
CONFIRMED,CANDIDATE,0.912,24.99324319,6.13E-05,-6.13E-05,138.68167,1.97E-03,-1.97E-03,0.686,0.015,-0.505,5.9409,0.0669,-0.0669,2.70E+02,4.90E+00,-4.90E+00,2.29,1.20E-01,-8.00E-02,60.88,10.13,-7.34,62
CONFIRMED,CANDIDATE,1,10.35533116,2.09E-05,-2.09E-05,170.93729,1.60E-03,-1.60E-03,0.029,0.429,-0.029,3.1775,0.0602,-0.0602,7.51E+02,1.74E+01,-1.74E+01,2.47,5.90E-01,-3.10E-01,86.22,62.02,-27.32,49.2
CONFIRMED,CANDIDATE,1,16.08518937,3.02E-05,-3.02E-05,180.28319,1.45E-03,-1.45E-03,0.867,0.011,-0.613,3.984,0.0875,-0.0875,1.44E+03,2.67E+01,-2.67E+01,3.68,5.40E-01,-3.60E-01,33.43,16.76,-9.37,62.6
CANDIDATE,CANDIDATE,0.998,235.9986399,2.77E-04,-2.77E-04,208.399822,8.98E-04,-8.98E-04,0.778,0.006,-0.008,8.2284,0.0606,-0.0606,2.07E+04,9.17E+01,-9.17E+01,10.59,3.50E-01,-5.20E-01,0.29,0.05,-0.04,271.8
CONFIRMED,CANDIDATE,1,7.49018305,1.18E-05,-1.18E-05,174.95037,1.24E-03,-1.24E-03,0.02,0.404,-0.02,2.7297,0.0424,-0.0424,1.12E+03,2.27E+01,-2.27E+01,2.56,1.70E-01,-1.20E-01,76.06,17.21,-12.63,53
CONFIRMED,CANDIDATE,1,36.2761238,1.06E-04,-1.06E-04,201.2869,2.22E-03,-2.22E-03,0.035,0.379,-0.035,4.7865,0.0756,-0.0756,1.57E+03,3.55E+01,-3.55E+01,3.03,2.00E-01,-1.50E-01,9.29,2.1,-1.55,45.5
CONFIRMED,CANDIDATE,1,17.46087931,5.28E-05,-5.28E-05,137.26594,2.42E-03,-2.42E-03,0.594,0.326,-0.377,2.2641,0.0721,-0.0721,8.12E+02,3.83E+01,-3.83E+01,2.32,1.50E-01,-1.20E-01,24.6,5.57,-4.08,22.6
CONFIRMED,CANDIDATE,0.996,56.0560754,2.75E-04,-2.75E-04,201.16578,3.29E-03,-3.29E-03,0.018,0.413,-0.018,4.685,0.132,-0.132,1.63E+03,6.67E+01,-6.67E+01,1.94,1.20E-01,-2.20E-01,0.69,0.15,-0.19,27.4
CONFIRMED,CANDIDATE,0.974,41.40831669,6.58E-06,-6.58E-06,195.78745,1.23E-04,-1.23E-04,0.377,0.016,-0.029,5.0264,0.0136,-0.0136,2.28E+04,3.14E+01,-3.14E+01,11.38,2.07E+00,-1.04E+00,9.93,5.69,-2.57,907.8
CANDIDATE,CANDIDATE,0.994,39.74893077,1.55E-05,-1.55E-05,172.854644,3.01E-04,-3.01E-04,0.881,0.003,-0.003,7.3051,0.0213,-0.0213,1.52E+04,4.41E+01,-4.41E+01,14.21,4.46E+00,-1.49E+00,21.87,20.59,-6.71,561.1
CONFIRMED,CANDIDATE,1,5.715425977,7.78E-06,-7.78E-06,174.87931,1.10E-03,-1.10E-03,0.348,0.098,-0.347,2.5242,0.0418,-0.0418,9.08E+02,1.74E+01,-1.74E+01,2.47,3.70E-01,-1.70E-01,123.03,60.12,-28.62,59.4
CONFIRMED,CANDIDATE,0.959,49.18394185,2.48E-05,-2.48E-05,141.911924,5.69E-04,-5.69E-04,0.035,0.361,-0.035,11.3364,0.051,-0.051,1.65E+03,5.40E+00,-5.40E+00,8.2,5.00E-01,-5.50E-01,47.4,9.4,-8.38,355.7
CONFIRMED,CANDIDATE,0.994,20.0261412,1.27E-04,-1.27E-04,146.91109,3.96E-03,-3.96E-03,0.957,0.003,-0.689,1.611,0.195,-0.195,4.21E+02,6.07E+01,-6.07E+01,2.28,3.50E-01,-1.60E-01,23.14,11.3,-5.39,10.7
CANDIDATE,CANDIDATE,0,13.61014819,5.97E-06,-5.97E-06,173.987319,3.46E-04,-3.46E-04,1.081,0.347,-0.119,2.594,0.0194,-0.0194,5.73E+03,3.81E+01,-3.81E+01,19.02,4.92E+00,-2.28E+00,68.29,52.16,-20.86,184.1
FALSE POSITIVE,FALSE POSITIVE,0,10.44331991,2.29E-05,-2.29E-05,175.4046,1.85E-03,-1.85E-03,0.23,0.799,-0.23,2.743,0.505,-0.505,1.16E+03,6.42E+01,-6.42E+01,2.66,2.00E-01,-2.70E-01,46.94,13.93,-12.92,51.7
CONFIRMED,CANDIDATE,1,2.237489571,5.02E-06,-5.02E-06,170.81914,1.73E-03,-1.73E-03,0.128,0.325,-0.127,1.8119,0.0554,-0.0554,3.16E+02,1.18E+01,-1.18E+01,1.41,1.30E-01,-5.00E-02,427.17,109.22,-54.78,30.7
FALSE POSITIVE,FALSE POSITIVE,0,5.851520671,3.31E-07,-3.31E-07,173.8228336,4.48E-05,-4.48E-05,0.211,0.02,-0.041,3.11058,0.00627,-0.00627,3.30E+04,2.61E+01,-2.61E+01,14.62,2.92E+00,-1.58E+00,155.89,96.85,-46.15,1630.4
CONFIRMED,CANDIDATE,1,3.167893418,3.87E-06,-3.87E-06,172.147959,9.88E-04,-9.88E-04,0.026,0.366,-0.026,2.1814,0.0324,-0.0324,7.81E+02,1.43E+01,-1.43E+01,2.62,7.80E-01,-2.60E-01,526.23,466.28,-150.76,64.8
CONFIRMED,CANDIDATE,1,4.311780262,4.34E-06,-4.34E-06,173.576483,8.48E-04,-8.48E-04,0.196,0.221,-0.196,2.7251,0.0314,-0.0314,1.15E+03,1.50E+01,-1.50E+01,3.11,3.90E-01,-2.10E-01,274.84,91.4,-49.59,86.1
CONFIRMED,CANDIDATE,1,20.0504494,8.83E-05,-8.83E-05,188.08821,3.10E-03,-3.10E-03,0.383,0.081,-0.383,4.556,0.0986,-0.0986,8.41E+02,2.35E+01,-2.35E+01,2.69,3.30E-01,-1.80E-01,35.44,11.79,-6.39,37.8
CONFIRMED,CANDIDATE,1,9.76734503,3.05E-05,-3.05E-05,186.57718,2.39E-03,-2.39E-03,0.9,0.023,-0.633,1.6585,0.0777,-0.0777,5.69E+02,3.17E+01,-3.17E+01,2.67,3.30E-01,-1.80E-01,92.46,30.75,-16.68,21.1
CANDIDATE,CANDIDATE,1,119.0207044,1.18E-04,-1.18E-04,222.236492,7.04E-04,-7.04E-04,0.076,0.173,-0.076,8.1405,0.0382,-0.0382,7.43E+03,3.84E+01,-3.84E+01,8.98,1.23E+00,-1.35E+00,4.25,1.58,-1.34,223.5
CONFIRMED,CANDIDATE,0.987,190.3200468,5.33E-04,-5.33E-04,312.68498,1.47E-03,-1.47E-03,0.812,0.048,-0.01,15.284,0.209,-0.209,1.14E+03,8.50E+00,-8.50E+00,7.78,4.80E-01,-5.20E-01,7.8,1.55,-1.38,139.3
